'Elapsed time','ii'
'0:30.490',0.284
'0:30.491',0.292
'0:30.492',0.296
'0:30.493',0.295
'0:30.494',0.300
'0:30.495',0.302
'0:30.496',0.308
'0:30.497',0.324
'0:30.498',0.327
'0:30.499',0.295
'0:30.500',0.257
'0:30.501',0.265
'0:30.502',0.278
'0:30.503',0.285
'0:30.504',0.295
'0:30.505',0.286
'0:30.506',0.284
'0:30.507',0.289
'0:30.508',0.295
'0:30.509',0.302
'0:30.510',0.303
'0:30.511',0.298
'0:30.512',0.304
'0:30.513',0.302
'0:30.514',0.295
'0:30.515',0.306
'0:30.516',0.307
'0:30.517',0.304
'0:30.518',0.296
'0:30.519',0.295
'0:30.520',0.294
'0:30.521',0.282
'0:30.522',0.287
'0:30.523',0.287
'0:30.524',0.290
'0:30.525',0.284
'0:30.526',0.272
'0:30.527',0.276
'0:30.528',0.275
'0:30.529',0.274
'0:30.530',0.277
'0:30.531',0.278
'0:30.532',0.285
'0:30.533',0.288
'0:30.534',0.286
'0:30.535',0.281
'0:30.536',0.272
'0:30.537',0.271
'0:30.538',0.263
'0:30.539',0.256
'0:30.540',0.245
'0:30.541',0.239
'0:30.542',0.227
'0:30.543',0.202
'0:30.544',0.191
'0:30.545',0.184
'0:30.546',0.182
'0:30.547',0.180
'0:30.548',0.188
'0:30.549',0.184
'0:30.550',0.187
'0:30.551',0.193
'0:30.552',0.204
'0:30.553',0.195
'0:30.554',0.200
'0:30.555',0.235
'0:30.556',0.179
'0:30.557',0.148
'0:30.558',0.168
'0:30.559',0.172
'0:30.560',0.166
'0:30.561',0.168
'0:30.562',0.179
'0:30.563',0.170
'0:30.564',0.171
'0:30.565',0.193
'0:30.566',0.194
'0:30.567',0.172
'0:30.568',0.176
'0:30.569',0.178
'0:30.570',0.188
'0:30.571',0.185
'0:30.572',0.163
'0:30.573',0.150
'0:30.574',0.156
'0:30.575',0.161
'0:30.576',0.156
'0:30.577',0.154
'0:30.578',0.149
'0:30.579',0.150
'0:30.580',0.153
'0:30.581',0.147
'0:30.582',0.123
'0:30.583',0.153
'0:30.584',0.172
'0:30.585',0.150
'0:30.586',0.157
'0:30.587',0.164
'0:30.588',0.163
'0:30.589',0.145
'0:30.590',0.154
'0:30.591',0.170
'0:30.592',0.172
'0:30.593',0.174
'0:30.594',0.178
'0:30.595',0.180
'0:30.596',0.161
'0:30.597',0.156
'0:30.598',0.159
'0:30.599',0.173
'0:30.600',0.177
'0:30.601',0.164
'0:30.602',0.164
'0:30.603',0.160
'0:30.604',0.156
'0:30.605',0.151
'0:30.606',0.154
'0:30.607',0.160
'0:30.608',0.162
'0:30.609',0.167
'0:30.610',0.163
'0:30.611',0.159
'0:30.612',0.168
'0:30.613',0.165
'0:30.614',0.146
'0:30.615',0.134
'0:30.616',0.115
'0:30.617',0.093
'0:30.618',0.071
'0:30.619',0.052
'0:30.620',0.033
'0:30.621',-0.002
'0:30.622',-0.022
'0:30.623',-0.025
'0:30.624',-0.037
'0:30.625',-0.054
'0:30.626',-0.079
'0:30.627',-0.074
'0:30.628',-0.068
'0:30.629',-0.093
'0:30.630',-0.082
'0:30.631',-0.069
'0:30.632',-0.108
'0:30.633',-0.158
'0:30.634',-0.157
'0:30.635',-0.138
'0:30.636',-0.132
'0:30.637',-0.155
'0:30.638',-0.162
'0:30.639',-0.135
'0:30.640',-0.133
'0:30.641',-0.131
'0:30.642',-0.132
'0:30.643',-0.131
'0:30.644',-0.113
'0:30.645',-0.092
'0:30.646',-0.076
'0:30.647',-0.046
'0:30.648',-0.028
'0:30.649',-0.023
'0:30.650',0.005
'0:30.651',0.016
'0:30.652',0.040
'0:30.653',0.072
'0:30.654',0.076
'0:30.655',0.081
'0:30.656',0.081
'0:30.657',0.055
'0:30.658',0.045
'0:30.659',0.041
'0:30.660',-0.009
'0:30.661',-0.066
'0:30.662',-0.101
'0:30.663',-0.104
'0:30.664',-0.130
'0:30.665',-0.162
'0:30.666',-0.166
'0:30.667',-0.196
'0:30.668',-0.227
'0:30.669',-0.248
'0:30.670',-0.288
'0:30.671',-0.322
'0:30.672',-0.300
'0:30.673',-0.301
'0:30.674',-0.349
'0:30.675',-0.353
'0:30.676',-0.342
'0:30.677',-0.307
'0:30.678',-0.259
'0:30.679',-0.241
'0:30.680',-0.228
'0:30.681',-0.210
'0:30.682',-0.256
'0:30.683',-0.284
'0:30.684',-0.210
'0:30.685',-0.166
'0:30.686',-0.148
'0:30.687',-0.151
'0:30.688',-0.144
'0:30.689',-0.105
'0:30.690',-0.102
'0:30.691',-0.103
'0:30.692',-0.116
'0:30.693',-0.118
'0:30.694',-0.111
'0:30.695',-0.097
'0:30.696',-0.093
'0:30.697',-0.114
'0:30.698',-0.093
'0:30.699',-0.070
'0:30.700',-0.059
'0:30.701',-0.049
'0:30.702',-0.035
'0:30.703',-0.017
'0:30.704',-0.020
'0:30.705',-0.023
'0:30.706',-0.006
'0:30.707',-0.003
'0:30.708',-0.006
'0:30.709',-0.009
'0:30.710',-0.009
'0:30.711',-0.011
'0:30.712',-0.015
'0:30.713',-0.017
'0:30.714',-0.025
'0:30.715',-0.024
'0:30.716',-0.030
'0:30.717',-0.030
'0:30.718',-0.004
'0:30.719',-0.007
'0:30.720',-0.019
'0:30.721',0.008
'0:30.722',0.021
'0:30.723',0.043
'0:30.724',0.059
'0:30.725',0.041
'0:30.726',0.044
'0:30.727',0.060
'0:30.728',0.077
'0:30.729',0.095
'0:30.730',0.116
'0:30.731',0.134
'0:30.732',0.152
'0:30.733',0.167
'0:30.734',0.159
'0:30.735',0.157
'0:30.736',0.172
'0:30.737',0.179
'0:30.738',0.182
'0:30.739',0.189
'0:30.740',0.190
'0:30.741',0.196
'0:30.742',0.207
'0:30.743',0.213
'0:30.744',0.212
'0:30.745',0.207
'0:30.746',0.208
'0:30.747',0.214
'0:30.748',0.211
'0:30.749',0.215
'0:30.750',0.212
'0:30.751',0.215
'0:30.752',0.222
'0:30.753',0.201
'0:30.754',0.210
'0:30.755',0.226
'0:30.756',0.236
'0:30.757',0.232
'0:30.758',0.218
'0:30.759',0.237
'0:30.760',0.241
'0:30.761',0.234
'0:30.762',0.241
'0:30.763',0.234
'0:30.764',0.197
'0:30.765',0.174
'0:30.766',0.175
'0:30.767',0.193
'0:30.768',0.212
'0:30.769',0.214
'0:30.770',0.202
'0:30.771',0.185
'0:30.772',0.184
'0:30.773',0.187
'0:30.774',0.200
'0:30.775',0.213
'0:30.776',0.206
'0:30.777',0.193
'0:30.778',0.185
'0:30.779',0.183
'0:30.780',0.188
'0:30.781',0.186
'0:30.782',0.182
'0:30.783',0.180
'0:30.784',0.177
'0:30.785',0.173
'0:30.786',0.170
'0:30.787',0.171
'0:30.788',0.169
'0:30.789',0.169
'0:30.790',0.172
'0:30.791',0.172
'0:30.792',0.169
'0:30.793',0.172
'0:30.794',0.175
'0:30.795',0.180
'0:30.796',0.180
'0:30.797',0.180
'0:30.798',0.180
'0:30.799',0.176
'0:30.800',0.175
'0:30.801',0.171
'0:30.802',0.172
'0:30.803',0.172
'0:30.804',0.182
'0:30.805',0.195
'0:30.806',0.170
'0:30.807',0.154
'0:30.808',0.149
'0:30.809',0.151
'0:30.810',0.151
'0:30.811',0.150
'0:30.812',0.151
'0:30.813',0.156
'0:30.814',0.170
'0:30.815',0.145
'0:30.816',0.136
'0:30.817',0.154
'0:30.818',0.158
'0:30.819',0.180
'0:30.820',0.173
'0:30.821',0.143
'0:30.822',0.123
'0:30.823',0.120
'0:30.824',0.140
'0:30.825',0.141
'0:30.826',0.135
'0:30.827',0.123
'0:30.828',0.123
'0:30.829',0.137
'0:30.830',0.139
'0:30.831',0.128
'0:30.832',0.121
'0:30.833',0.119
'0:30.834',0.117
'0:30.835',0.121
'0:30.836',0.108
'0:30.837',0.103
'0:30.838',0.098
'0:30.839',0.096
'0:30.840',0.102
'0:30.841',0.098
'0:30.842',0.103
'0:30.843',0.119
'0:30.844',0.117
'0:30.845',0.093
'0:30.846',0.072
'0:30.847',0.075
'0:30.848',0.073
'0:30.849',0.059
'0:30.850',0.105
'0:30.851',0.116
'0:30.852',0.085
'0:30.853',0.073
'0:30.854',0.063
'0:30.855',0.088
'0:30.856',0.091
'0:30.857',0.092
'0:30.858',0.068
'0:30.859',0.045
'0:30.860',0.062
'0:30.861',0.046
'0:30.862',0.024
'0:30.863',0.019
'0:30.864',0.025
'0:30.865',0.024
'0:30.866',0.035
'0:30.867',0.044
'0:30.868',0.028
'0:30.869',0.010
'0:30.870',0.001
'0:30.871',0.004
'0:30.872',-0.004
'0:30.873',-0.007
'0:30.874',0.006
'0:30.875',-0.013
'0:30.876',-0.030
'0:30.877',-0.012
'0:30.878',-0.011
'0:30.879',-0.025
'0:30.880',-0.024
'0:30.881',-0.028
'0:30.882',-0.038
'0:30.883',-0.038
'0:30.884',-0.043
'0:30.885',-0.040
'0:30.886',-0.041
'0:30.887',-0.050
'0:30.888',-0.043
'0:30.889',-0.047
'0:30.890',-0.056
'0:30.891',-0.066
'0:30.892',-0.064
'0:30.893',-0.049
'0:30.894',-0.060
'0:30.895',-0.068
'0:30.896',-0.068
'0:30.897',-0.071
'0:30.898',-0.067
'0:30.899',-0.066
'0:30.900',-0.075
'0:30.901',-0.083
'0:30.902',-0.080
'0:30.903',-0.078
'0:30.904',-0.084
'0:30.905',-0.091
'0:30.906',-0.091
'0:30.907',-0.087
'0:30.908',-0.080
'0:30.909',-0.076
'0:30.910',-0.077
'0:30.911',-0.088
'0:30.912',-0.107
'0:30.913',-0.107
'0:30.914',-0.093
'0:30.915',-0.103
'0:30.916',-0.111
'0:30.917',-0.087
'0:30.918',-0.076
'0:30.919',-0.088
'0:30.920',-0.107
'0:30.921',-0.087
'0:30.922',-0.076
'0:30.923',-0.103
'0:30.924',-0.107
'0:30.925',-0.082
'0:30.926',-0.056
'0:30.927',-0.069
'0:30.928',-0.086
'0:30.929',-0.100
'0:30.930',-0.097
'0:30.931',-0.090
'0:30.932',-0.088
'0:30.933',-0.077
'0:30.934',-0.071
'0:30.935',-0.069
'0:30.936',-0.070
'0:30.937',-0.073
'0:30.938',-0.102
'0:30.939',-0.106
'0:30.940',-0.061
'0:30.941',-0.060
'0:30.942',-0.101
'0:30.943',-0.106
'0:30.944',-0.090
'0:30.945',-0.066
'0:30.946',-0.057
'0:30.947',-0.075
'0:30.948',-0.076
'0:30.949',-0.071
'0:30.950',-0.068
'0:30.951',-0.057
'0:30.952',-0.048
'0:30.953',-0.049
'0:30.954',-0.055
'0:30.955',-0.042
'0:30.956',-0.028
'0:30.957',-0.050
'0:30.958',-0.060
'0:30.959',-0.048
'0:30.960',-0.043
'0:30.961',-0.046
'0:30.962',-0.048
'0:30.963',-0.038
'0:30.964',-0.031
'0:30.965',-0.033
'0:30.966',-0.033
'0:30.967',-0.030
'0:30.968',-0.030
'0:30.969',-0.034
'0:30.970',-0.032
'0:30.971',-0.029
'0:30.972',-0.021
'0:30.973',-0.020
'0:30.974',-0.023
'0:30.975',-0.011
'0:30.976',-0.011
'0:30.977',-0.011
'0:30.978',-0.005
'0:30.979',-0.002
'0:30.980',0.006
'0:30.981',0.004
'0:30.982',0.012
'0:30.983',0.016
'0:30.984',0.015
'0:30.985',0.019
'0:30.986',0.021
'0:30.987',0.029
'0:30.988',0.021
'0:30.989',0.032
'0:30.990',0.036
'0:30.991',0.027
'0:30.992',0.037
'0:30.993',0.017
'0:30.994',0.033
'0:30.995',0.045
'0:30.996',0.081
'0:30.997',0.102
'0:30.998',0.033
'0:30.999',0.028
'0:31.000',0.028
'0:31.001',0.017
'0:31.002',0.025
'0:31.003',0.032
'0:31.004',0.022
'0:31.005',0.030
'0:31.006',0.066
'0:31.007',0.048
'0:31.008',0.044
'0:31.009',0.043
'0:31.010',0.043
'0:31.011',0.061
'0:31.012',0.044
'0:31.013',0.035
'0:31.014',0.048
'0:31.015',0.053
'0:31.016',0.052
'0:31.017',0.054
'0:31.018',0.058
'0:31.019',0.060
'0:31.020',0.059
'0:31.021',0.062
'0:31.022',0.070
'0:31.023',0.071
'0:31.024',0.070
'0:31.025',0.064
'0:31.026',0.063
'0:31.027',0.068
'0:31.028',0.068
'0:31.029',0.070
'0:31.030',0.076
'0:31.031',0.072
'0:31.032',0.069
'0:31.033',0.077
'0:31.034',0.083
'0:31.035',0.085
'0:31.036',0.079
'0:31.037',0.076
'0:31.038',0.076
'0:31.039',0.074
'0:31.040',0.070
'0:31.041',0.063
'0:31.042',0.063
'0:31.043',0.062
'0:31.044',0.061
'0:31.045',0.062
'0:31.046',0.064
'0:31.047',0.066
'0:31.048',0.067
'0:31.049',0.068
'0:31.050',0.067
'0:31.051',0.069
'0:31.052',0.082
'0:31.053',0.085
'0:31.054',0.091
'0:31.055',0.098
'0:31.056',0.066
'0:31.057',0.057
'0:31.058',0.069
'0:31.059',0.068
'0:31.060',0.079
'0:31.061',0.080
'0:31.062',0.102
'0:31.063',0.110
'0:31.064',0.066
'0:31.065',0.066
'0:31.066',0.086
'0:31.067',0.093
'0:31.068',0.100
'0:31.069',0.094
'0:31.070',0.103
'0:31.071',0.102
'0:31.072',0.083
'0:31.073',0.074
'0:31.074',0.079
'0:31.075',0.086
'0:31.076',0.079
'0:31.077',0.075
'0:31.078',0.073
'0:31.079',0.074
'0:31.080',0.076
'0:31.081',0.072
'0:31.082',0.099
'0:31.083',0.084
'0:31.084',0.063
'0:31.085',0.080
'0:31.086',0.072
'0:31.087',0.082
'0:31.088',0.089
'0:31.089',0.090
'0:31.090',0.090
'0:31.091',0.084
'0:31.092',0.078
'0:31.093',0.082
'0:31.094',0.095
'0:31.095',0.093
'0:31.096',0.092
'0:31.097',0.104
'0:31.098',0.104
'0:31.099',0.095
'0:31.100',0.102
'0:31.101',0.098
'0:31.102',0.085
'0:31.103',0.088
'0:31.104',0.092
'0:31.105',0.089
'0:31.106',0.096
'0:31.107',0.096
'0:31.108',0.081
'0:31.109',0.090
'0:31.110',0.110
'0:31.111',0.115
'0:31.112',0.107
'0:31.113',0.110
'0:31.114',0.120
'0:31.115',0.128
'0:31.116',0.116
'0:31.117',0.086
'0:31.118',0.086
'0:31.119',0.095
'0:31.120',0.124
'0:31.121',0.150
'0:31.122',0.106
'0:31.123',0.084
'0:31.124',0.107
'0:31.125',0.097
'0:31.126',0.101
'0:31.127',0.140
'0:31.128',0.132
'0:31.129',0.101
'0:31.130',0.100
'0:31.131',0.116
'0:31.132',0.133
'0:31.133',0.134
'0:31.134',0.136
'0:31.135',0.144
'0:31.136',0.142
'0:31.137',0.137
'0:31.138',0.132
'0:31.139',0.131
'0:31.140',0.129
'0:31.141',0.159
'0:31.142',0.176
'0:31.143',0.149
'0:31.144',0.138
'0:31.145',0.138
'0:31.146',0.144
'0:31.147',0.146
'0:31.148',0.149
'0:31.149',0.144
'0:31.150',0.137
'0:31.151',0.147
'0:31.152',0.162
'0:31.153',0.154
'0:31.154',0.146
'0:31.155',0.165
'0:31.156',0.169
'0:31.157',0.167
'0:31.158',0.172
'0:31.159',0.168
'0:31.160',0.159
'0:31.161',0.160
'0:31.162',0.163
'0:31.163',0.164
'0:31.164',0.170
'0:31.165',0.165
'0:31.166',0.173
'0:31.167',0.172
'0:31.168',0.180
'0:31.169',0.199
'0:31.170',0.174
'0:31.171',0.174
'0:31.172',0.179
'0:31.173',0.157
'0:31.174',0.181
'0:31.175',0.220
'0:31.176',0.209
'0:31.177',0.198
'0:31.178',0.197
'0:31.179',0.196
'0:31.180',0.196
'0:31.181',0.196
'0:31.182',0.196
'0:31.183',0.197
'0:31.184',0.201
'0:31.185',0.189
'0:31.186',0.193
'0:31.187',0.238
'0:31.188',0.239
'0:31.189',0.192
'0:31.190',0.186
'0:31.191',0.202
'0:31.192',0.214
'0:31.193',0.207
'0:31.194',0.196
'0:31.195',0.210
'0:31.196',0.217
'0:31.197',0.238
'0:31.198',0.244
'0:31.199',0.243
'0:31.200',0.235
'0:31.201',0.202
'0:31.202',0.212
'0:31.203',0.235
'0:31.204',0.245
'0:31.205',0.245
'0:31.206',0.256
'0:31.207',0.278
'0:31.208',0.278
'0:31.209',0.269
'0:31.210',0.265
'0:31.211',0.269
'0:31.212',0.267
'0:31.213',0.262
'0:31.214',0.266
'0:31.215',0.280
'0:31.216',0.282
'0:31.217',0.267
'0:31.218',0.267
'0:31.219',0.284
'0:31.220',0.280
'0:31.221',0.277
'0:31.222',0.307
'0:31.223',0.317
'0:31.224',0.297
'0:31.225',0.282
'0:31.226',0.276
'0:31.227',0.290
'0:31.228',0.305
'0:31.229',0.303
'0:31.230',0.303
'0:31.231',0.304
'0:31.232',0.306
'0:31.233',0.314
'0:31.234',0.316
'0:31.235',0.319
'0:31.236',0.324
'0:31.237',0.317
'0:31.238',0.316
'0:31.239',0.319
'0:31.240',0.316
'0:31.241',0.317
'0:31.242',0.315
'0:31.243',0.312
'0:31.244',0.309
'0:31.245',0.299
'0:31.246',0.297
'0:31.247',0.307
'0:31.248',0.299
'0:31.249',0.290
'0:31.250',0.318
'0:31.251',0.315
'0:31.252',0.289
'0:31.253',0.287
'0:31.254',0.294
'0:31.255',0.302
'0:31.256',0.298
'0:31.257',0.293
'0:31.258',0.287
'0:31.259',0.275
'0:31.260',0.259
'0:31.261',0.263
'0:31.262',0.269
'0:31.263',0.270
'0:31.264',0.266
'0:31.265',0.261
'0:31.266',0.267
'0:31.267',0.263
'0:31.268',0.279
'0:31.269',0.261
'0:31.270',0.224
'0:31.271',0.224
'0:31.272',0.237
'0:31.273',0.241
'0:31.274',0.244
'0:31.275',0.263
'0:31.276',0.237
'0:31.277',0.208
'0:31.278',0.203
'0:31.279',0.202
'0:31.280',0.172
'0:31.281',0.142
'0:31.282',0.159
'0:31.283',0.175
'0:31.284',0.175
'0:31.285',0.162
'0:31.286',0.167
'0:31.287',0.164
'0:31.288',0.148
'0:31.289',0.150
'0:31.290',0.155
'0:31.291',0.161
'0:31.292',0.162
'0:31.293',0.163
'0:31.294',0.162
'0:31.295',0.163
'0:31.296',0.161
'0:31.297',0.158
'0:31.298',0.161
'0:31.299',0.157
'0:31.300',0.152
'0:31.301',0.157
'0:31.302',0.155
'0:31.303',0.156
'0:31.304',0.160
'0:31.305',0.158
'0:31.306',0.164
'0:31.307',0.167
'0:31.308',0.166
'0:31.309',0.170
'0:31.310',0.172
'0:31.311',0.172
'0:31.312',0.171
'0:31.313',0.174
'0:31.314',0.173
'0:31.315',0.173
'0:31.316',0.174
'0:31.317',0.176
'0:31.318',0.174
'0:31.319',0.170
'0:31.320',0.172
'0:31.321',0.159
'0:31.322',0.153
'0:31.323',0.160
'0:31.324',0.162
'0:31.325',0.161
'0:31.326',0.145
'0:31.327',0.145
'0:31.328',0.159
'0:31.329',0.157
'0:31.330',0.150
'0:31.331',0.160
'0:31.332',0.170
'0:31.333',0.179
'0:31.334',0.207
'0:31.335',0.192
'0:31.336',0.173
'0:31.337',0.154
'0:31.338',0.141
'0:31.339',0.172
'0:31.340',0.152
'0:31.341',0.138
'0:31.342',0.146
'0:31.343',0.144
'0:31.344',0.143
'0:31.345',0.137
'0:31.346',0.134
'0:31.347',0.115
'0:31.348',0.092
'0:31.349',0.086
'0:31.350',0.065
'0:31.351',0.031
'0:31.352',0.013
'0:31.353',-0.002
'0:31.354',-0.010
'0:31.355',-0.022
'0:31.356',-0.041
'0:31.357',-0.046
'0:31.358',-0.059
'0:31.359',-0.074
'0:31.360',-0.092
'0:31.361',-0.111
'0:31.362',-0.106
'0:31.363',-0.115
'0:31.364',-0.134
'0:31.365',-0.139
'0:31.366',-0.143
'0:31.367',-0.145
'0:31.368',-0.135
'0:31.369',-0.135
'0:31.370',-0.140
'0:31.371',-0.130
'0:31.372',-0.124
'0:31.373',-0.099
'0:31.374',-0.086
'0:31.375',-0.086
'0:31.376',-0.070
'0:31.377',-0.081
'0:31.378',-0.050
'0:31.379',-0.026
'0:31.380',-0.034
'0:31.381',-0.018
'0:31.382',-0.009
'0:31.383',0.017
'0:31.384',0.045
'0:31.385',0.067
'0:31.386',0.078
'0:31.387',0.092
'0:31.388',0.099
'0:31.389',0.084
'0:31.390',0.070
'0:31.391',0.021
'0:31.392',-0.043
'0:31.393',-0.070
'0:31.394',-0.094
'0:31.395',-0.130
'0:31.396',-0.153
'0:31.397',-0.178
'0:31.398',-0.194
'0:31.399',-0.211
'0:31.400',-0.204
'0:31.401',-0.235
'0:31.402',-0.333
'0:31.403',-0.353
'0:31.404',-0.342
'0:31.405',-0.339
'0:31.406',-0.339
'0:31.407',-0.343
'0:31.408',-0.295
'0:31.409',-0.268
'0:31.410',-0.290
'0:31.411',-0.286
'0:31.412',-0.253
'0:31.413',-0.228
'0:31.414',-0.225
'0:31.415',-0.211
'0:31.416',-0.197
'0:31.417',-0.177
'0:31.418',-0.158
'0:31.419',-0.145
'0:31.420',-0.130
'0:31.421',-0.124
'0:31.422',-0.121
'0:31.423',-0.117
'0:31.424',-0.119
'0:31.425',-0.122
'0:31.426',-0.120
'0:31.427',-0.127
'0:31.428',-0.119
'0:31.429',-0.107
'0:31.430',-0.093
'0:31.431',-0.069
'0:31.432',-0.063
'0:31.433',-0.068
'0:31.434',-0.082
'0:31.435',-0.084
'0:31.436',-0.071
'0:31.437',-0.069
'0:31.438',-0.065
'0:31.439',-0.065
'0:31.440',-0.042
'0:31.441',-0.028
'0:31.442',-0.046
'0:31.443',-0.066
'0:31.444',-0.072
'0:31.445',-0.052
'0:31.446',-0.048
'0:31.447',-0.054
'0:31.448',-0.066
'0:31.449',-0.083
'0:31.450',-0.069
'0:31.451',-0.058
'0:31.452',-0.049
'0:31.453',-0.036
'0:31.454',-0.026
'0:31.455',-0.009
'0:31.456',0.004
'0:31.457',0.013
'0:31.458',0.035
'0:31.459',0.064
'0:31.460',0.065
'0:31.461',0.052
'0:31.462',0.060
'0:31.463',0.083
'0:31.464',0.106
'0:31.465',0.121
'0:31.466',0.135
'0:31.467',0.159
'0:31.468',0.152
'0:31.469',0.140
'0:31.470',0.157
'0:31.471',0.167
'0:31.472',0.172
'0:31.473',0.177
'0:31.474',0.181
'0:31.475',0.186
'0:31.476',0.183
'0:31.477',0.178
'0:31.478',0.178
'0:31.479',0.172
'0:31.480',0.181
'0:31.481',0.175
'0:31.482',0.155
'0:31.483',0.155
'0:31.484',0.191
'0:31.485',0.205
'0:31.486',0.191
'0:31.487',0.190
'0:31.488',0.151
'0:31.489',0.172
'0:31.490',0.183
'0:31.491',0.163
'0:31.492',0.194
'0:31.493',0.185
'0:31.494',0.169
'0:31.495',0.181
'0:31.496',0.185
'0:31.497',0.186
'0:31.498',0.188
'0:31.499',0.177
'0:31.500',0.165
'0:31.501',0.170
'0:31.502',0.174
'0:31.503',0.142
'0:31.504',0.159
'0:31.505',0.196
'0:31.506',0.189
'0:31.507',0.181
'0:31.508',0.178
'0:31.509',0.190
'0:31.510',0.179
'0:31.511',0.173
'0:31.512',0.177
'0:31.513',0.184
'0:31.514',0.186
'0:31.515',0.189
'0:31.516',0.185
'0:31.517',0.196
'0:31.518',0.220
'0:31.519',0.177
'0:31.520',0.163
'0:31.521',0.162
'0:31.522',0.163
'0:31.523',0.168
'0:31.524',0.159
'0:31.525',0.176
'0:31.526',0.175
'0:31.527',0.190
'0:31.528',0.186
'0:31.529',0.173
'0:31.530',0.170
'0:31.531',0.165
'0:31.532',0.168
'0:31.533',0.186
'0:31.534',0.197
'0:31.535',0.171
'0:31.536',0.169
'0:31.537',0.173
'0:31.538',0.173
'0:31.539',0.178
'0:31.540',0.173
'0:31.541',0.166
'0:31.542',0.158
'0:31.543',0.155
'0:31.544',0.152
'0:31.545',0.153
'0:31.546',0.159
'0:31.547',0.160
'0:31.548',0.160
'0:31.549',0.164
'0:31.550',0.166
'0:31.551',0.162
'0:31.552',0.180
'0:31.553',0.182
'0:31.554',0.163
'0:31.555',0.158
'0:31.556',0.147
'0:31.557',0.146
'0:31.558',0.152
'0:31.559',0.169
'0:31.560',0.171
'0:31.561',0.147
'0:31.562',0.136
'0:31.563',0.148
'0:31.564',0.159
'0:31.565',0.151
'0:31.566',0.144
'0:31.567',0.151
'0:31.568',0.159
'0:31.569',0.142
'0:31.570',0.134
'0:31.571',0.129
'0:31.572',0.123
'0:31.573',0.131
'0:31.574',0.136
'0:31.575',0.144
'0:31.576',0.136
'0:31.577',0.122
'0:31.578',0.117
'0:31.579',0.118
'0:31.580',0.121
'0:31.581',0.113
'0:31.582',0.106
'0:31.583',0.097
'0:31.584',0.095
'0:31.585',0.096
'0:31.586',0.114
'0:31.587',0.121
'0:31.588',0.096
'0:31.589',0.078
'0:31.590',0.073
'0:31.591',0.082
'0:31.592',0.089
'0:31.593',0.085
'0:31.594',0.080
'0:31.595',0.086
'0:31.596',0.086
'0:31.597',0.085
'0:31.598',0.069
'0:31.599',0.085
'0:31.600',0.080
'0:31.601',0.033
'0:31.602',0.046
'0:31.603',0.055
'0:31.604',0.049
'0:31.605',0.045
'0:31.606',0.053
'0:31.607',0.038
'0:31.608',0.011
'0:31.609',0.023
'0:31.610',0.036
'0:31.611',0.036
'0:31.612',0.028
'0:31.613',0.021
'0:31.614',0.020
'0:31.615',0.018
'0:31.616',0.011
'0:31.617',0.003
'0:31.618',-0.006
'0:31.619',-0.002
'0:31.620',0.001
'0:31.621',-0.001
'0:31.622',-0.004
'0:31.623',-0.017
'0:31.624',-0.015
'0:31.625',-0.018
'0:31.626',-0.019
'0:31.627',-0.013
'0:31.628',-0.010
'0:31.629',-0.014
'0:31.630',-0.024
'0:31.631',-0.029
'0:31.632',-0.025
'0:31.633',-0.021
'0:31.634',-0.018
'0:31.635',-0.016
'0:31.636',-0.025
'0:31.637',-0.034
'0:31.638',-0.033
'0:31.639',-0.030
'0:31.640',-0.033
'0:31.641',-0.036
'0:31.642',-0.043
'0:31.643',-0.045
'0:31.644',-0.042
'0:31.645',-0.047
'0:31.646',-0.046
'0:31.647',-0.047
'0:31.648',-0.050
'0:31.649',-0.054
'0:31.650',-0.050
'0:31.651',-0.045
'0:31.652',-0.049
'0:31.653',-0.048
'0:31.654',-0.045
'0:31.655',-0.041
'0:31.656',-0.048
'0:31.657',-0.048
'0:31.658',-0.046
'0:31.659',-0.021
'0:31.660',-0.038
'0:31.661',-0.032
'0:31.662',0.022
'0:31.663',-0.050
'0:31.664',-0.089
'0:31.665',-0.072
'0:31.666',-0.076
'0:31.667',-0.076
'0:31.668',-0.074
'0:31.669',-0.064
'0:31.670',-0.063
'0:31.671',-0.057
'0:31.672',-0.056
'0:31.673',-0.053
'0:31.674',-0.053
'0:31.675',-0.051
'0:31.676',-0.052
'0:31.677',-0.057
'0:31.678',-0.046
'0:31.679',-0.041
'0:31.680',-0.043
'0:31.681',-0.042
'0:31.682',-0.043
'0:31.683',-0.043
'0:31.684',-0.041
'0:31.685',-0.045
'0:31.686',-0.043
'0:31.687',-0.037
'0:31.688',-0.035
'0:31.689',-0.030
'0:31.690',-0.024
'0:31.691',-0.021
'0:31.692',-0.018
'0:31.693',-0.015
'0:31.694',-0.011
'0:31.695',-0.007
'0:31.696',-0.007
'0:31.697',-0.006
'0:31.698',-0.010
'0:31.699',-0.009
'0:31.700',-0.007
'0:31.701',-0.009
'0:31.702',-0.004
'0:31.703',-0.003
'0:31.704',-0.003
'0:31.705',-0.004
'0:31.706',-0.001
'0:31.707',0.005
'0:31.708',0.010
'0:31.709',0.015
'0:31.710',0.018
'0:31.711',0.024
'0:31.712',0.030
'0:31.713',0.034
'0:31.714',0.038
'0:31.715',0.044
'0:31.716',0.035
'0:31.717',0.035
'0:31.718',0.038
'0:31.719',0.038
'0:31.720',0.043
'0:31.721',0.040
'0:31.722',0.040
'0:31.723',0.043
'0:31.724',0.049
'0:31.725',0.043
'0:31.726',0.039
